sentence,true_label,predicted_label,source
"Although there are several limitations to this study, the strength and  consistency of the results, together with their biological plausibility, suggest a causal link.",1,0,Haber
"A deposit ages , soil formation , weathering , diagenetic processes , and earthquake shaking lead to consolidation and cementation of the sediment .",1,0,semeval
"Celiac disease (CD) is an inflammatory disorder of the upper small intestine triggered by the ingestion of wheat , rye , barley , and possibly oat products .",1,0,semeval
Soldiers and police are leading rescue operations in Indonesia after a 6 . 1 magnitude earthquake hit Aceh province leaving 24 dead and over 200 injured .,1,0,esl2
Mr C notes worsening of seizures and cognition with sleep deprivation and stress .,1,0,semeval
A jury on Tuesday convicted a man charged in an April 2007 shooting at a Troy accounting firm that left a receptionist dead and two managing partners wounded . Anthony LaCalamita III was found guilty of first - degree murder and assault with intent to murder in the shotgun slaying of 63 - year - old Madeline Kafoury and assault with intent to kill in the shootings of Paul Riva and Alan Steinberg at the accounting firm .,0,1,esl2
"A 12-week high-intensity exercise intervention with high energy expenditure can considerably reduce body weight, body fat, WC, WHR, and WHtR, whereas a light-intensity exercise intervention can significantly reduce body weight and body fat.",1,0,Pubmed data.csv
A Brooklyn woman who claims she had a “ bird ’ s - eye view ” of the fatal police shooting of 16 - year - old Kimani ( Kiki ) Gray says the youth did not have a gun in his hand .,1,0,esl2
And I do this because I think the culture from the capital markets that rubs off has to do with risk taking.,1,0,because
"As it is , the Chargers are still awaiting the disposition of a similar case involving wide receiver Vincent Jackson , arrested Jan . 6 in Clairemont on suspicion of driving under the influence . Jackson , also facing charges of driving while on probation for a prior DUI , has an arraignment set for Feb . 17 in San Diego Superior Court .",0,1,esl2
The deadly train crash was caused by terrorist attack .,1,0,semeval
"In the Philippines , Washi caused at least 1,268 deaths .",1,0,altlex
"In an interview, W. Brent LeGere, chairman and chief executive officer, said he expects revenue in the latest quarter to total about $ 28 million. Mr. LeGere attributed the earnings increase to growth in the company's longhaul trucking insurance lines and the ability to keep premium rates firm.",0,1,ctb
"THREE PEOPLE HAVE DIED IN A BLAZE that broke out at MARFIN EGNATIA BANK , on Stadiou Street , downtown Athens . The fire started when demonstrators hurled Molotov cocktail fire bombs at the Bank .",1,0,esl2
"The precise nature of these invasions has not been fully determined , with doubts being cast on the legitimacy of historical accounts due to a lack of archaeological finds .",1,0,altlex
Helicopters save lives,1,0,Press_Release
"He is the second Chargers ’ player within the last month to be arrested for DUI . He submitted to a blood - alcohol test , but it will take a few weeks for the results to be completed .",0,1,esl2
Thus individual uncertainty was reduced leading to a better transition process with more stable institutions.,1,0,Ssc
"During the summer , the Axis quickly captured Ukraine and the Baltic regions , which caused huge damage to the Soviets .",1,0,altlex
"In elderly hemodialysis patients, the impact of the BMI percent change on survival was stronger than that of the baseline BMI.",1,0,Pubmed data.csv
"In a statement to Al - Masry Al - Youm news paper , Mahmoud Al - Goweiny , a member of the National Telecommunications Regulatory Authority's board of directors said that the cable cut happened around the same time that a different cable , owned by Telecom Egypt , was also cut , affecting services in Egypt .",1,0,esl2
Our preliminary findings indicate it is possible that magnesium intake alone or its interaction with vitamin D intake may contribute to vitamin D status.,1,0,Haber
"In this large population-based study, children with RPD at the FAS had higher rates of hospital admissions when there was persistent dilatation in later pregnancy or postpartum.",1,0,Haber
Epidemiological trends are more or less common to those of developing countries with a predominance of invasive ductal carcinoma.,1,0,Pubmed data.csv
Sorace was unaware that her anger was caused by the abuse .,1,0,semeval
Corruption is one of the main causes of a global crisis that deprives more than a billion people of access to safe drinking water and more than 2 . 6 billion of access to sanitation systems .,1,0,semeval
Krafts Food Shooter Yvonne Hiller Charged with Two Counts of Murder,1,0,esl2
"The defeat of King Harold Godwinson at the Battle of Hastings in 1066 against Duke William II of Normandy , later called William I of England , and the following Norman conquest of England caused important changes in the history of Britain .",1,0,altlex
Aromatherapy massage is a simple and effective nonpharmacological nursing intervention that can be used to manage neuropathic pain and improve QoL  in patients with painful neuropathy.,1,0,Pubmed data.csv
The DFS of patients staged pT3-4 pN1-3 cM0 was also improved.,1,0,Pubmed data.csv
"As a result , Nanmadol continued to intensify rapidly and became a typhoon , by midnight , that day .",1,0,altlex
Î²-CTx had no significant association with DR. ,1,0,Pubmed data.csv
"This meeting was called in response to a request of Eastern labor papers , but happened to fall amid the excitement caused by the Pittsburgh riot .",1,0,semeval
"Neighborhood food environment factors, such as food desert
status, were associated with obesity status even after we controlled for home
food environment factors.",1,0,Haber
"When these fuels are burned , they create air pollution that contributes to global warming and causes smog , acid rain and respiratory disease .",1,0,semeval
"By far the strongest association was between alcohol intake and an increased risk of breast cancer. Of the other 17 intakes examined, higher intakes of fruit and fibre were associated with lower risks of breast cancer, but it is unclear whether or not these associations are causal.",1,0,Haber
The incidence of falls and poor quality of life may be partially associated with the presence of depression.,1,0,Pubmed data.csv
The human Y chromosome is associated with risk of coronary artery disease in men of European ancestry,1,0,Haber
The efficacy and safety of everolimus plus trastuzumab and paclitaxel as first-line treatment for HER2+ advanced breast cancer in the Asian  subset was consistent with that reported previously in the overall population.,0,1,Pubmed data.csv
